Name	Type	Category	Power	Acc	PP	Effect
Miracle Eye	Psychic	Status	—	—	40	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Gyro Ball	Steel	Physical	—	100%	8	The user tackles the target with a high-speed spin. The slower the user compared to the target, the greater the move’s power.
Healing Wish	Psychic	Status	—	—	10	The user faints. In return, the Pokémon taking its place will have its HP restored and status conditions cured.
Natural Gift	Normal	Physical	—	100%	15	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Tailwind	Flying	Status	—	—	16	The user whips up a turbulent whirlwind that ups the Speed stats of the user and its allies for four turns.
Acupressure	Normal	Status	—	—	30	The user applies pressure to stress points, sharply boosting one of its or its allies' stats.
Metal Burst	Steel	Physical	—	100%	10	The user retaliates with much greater force against the opponent that last inflicted damage on it.
Embargo	Dark	Status	—	100%	15	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Fling	Dark	Physical	—	100%	10	The user flings its held item at the target to attack. This move's power and effects depend on the item.
Psycho Shift	Psychic	Status	—	100%	10	Using its psychic power of suggestion, the user transfers its status conditions to the target.
Trump Card	Normal	Special	—	—	5	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Heal Block	Psychic	Status	—	100%	15	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Wring Out	Normal	Special	—	100%	5	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Power Trick	Psychic	Status	—	—	10	The user employs its psychic power to switch its Attack stat with its Defense stat.
Gastro Acid	Poison	Status	—	100%	10	The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target's Ability.
Lucky Chant	Normal	Status	—	—	30	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Me First	Normal	Status	—	—	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Copycat	Normal	Status	—	—	20	The user mimics the move used immediately before it. The move fails if no other move has been used yet.
Power Swap	Psychic	Status	—	—	10	The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target.
Guard Swap	Psychic	Status	—	—	10	The user employs its psychic power to switch changes to its Defense and Sp. Def stats with the target.
Punishment	Dark	Physical	—	100%	5	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Worry Seed	Grass	Status	—	100%	12	A seed that causes worry is planted on the target. It prevents sleep by making the target’s Ability Insomnia.
Toxic Spikes	Poison	Status	—	—	20	The user lays a trap of poison spikes at the feet of the opposing team. The spikes will poison opposing Pokémon that switch into battle.
Heart Swap	Psychic	Status	—	—	10	The user employs its psychic power to switch stat changes with the target.
Aqua Ring	Water	Status	—	—	20	The user envelops itself in a veil made of water. It regains some HP every turn.
Magnet Rise	Electric	Status	—	—	12	The user levitates using electrically generated magnetism for five turns.
Rock Polish	Rock	Status	—	—	20	The user polishes its body to reduce drag. This sharply raises the Speed stat.
Switcheroo	Dark	Status	—	100%	10	The user trades held items with the target faster than the eye can follow.
Nasty Plot	Dark	Status	—	—	20	The user stimulates its brain by thinking bad thoughts. This sharply raises the user’s Sp. Atk stat.
Defog	Flying	Status	—	—	15	A strong wind blows away the target's barriers such as Reflect or Light Screen. This also lowers the target's evasiveness.
Trick Room	Psychic	Status	—	—	8	The user creates a bizarre area in which slower Pokémon get to move first for five turns.
Captivate	Normal	Status	—	100%	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Stealth Rock	Rock	Status	—	—	20	The user lays a trap of levitating stones around the opposing team. The trap hurts opposing Pokémon that switch into battle.
Grass Knot	Grass	Special	—	100%	20	The user snares the target with grass and trips it. The heavier the target, the greater the move’s power.
Defend Order	Bug	Status	—	—	10	The user calls out its underlings to shield its body, boosting its Defense and Sp. Def stats.
Heal Order	Bug	Status	—	—	10	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Lunar Dance	Psychic	Status	—	—	10	The user faints. In return, the Pokémon taking its place will have its HP and PP restored and its status conditions cured.
Crush Grip	Normal	Physical	—	100%	5	The target is crushed with great force. The more HP the target has left, the greater the move's power.
Dark Void	Dark	Status	—	50%	10	Opposing Pokémon are dragged into a world of total darkness that puts them to sleep.
Hone Claws	Dark	Status	—	—	15	The user sharpens its claws to boost its Attack stat and accuracy.
Wide Guard	Rock	Status	—	—	12	The user and its allies are protected from wide-ranging attacks for one turn.
Guard Split	Psychic	Status	—	—	10	The user employs its psychic power to average its Defense and Sp. Def stats with those of the target.
Power Split	Psychic	Status	—	—	10	The user employs its psychic power to average its Attack and Sp. Atk stats with those of the target.
Wonder Room	Psychic	Status	—	—	10	The user creates a bizarre area in which Pokémon's Defense and Sp. Def stats are swapped for five turns.
Autotomize	Steel	Status	—	—	15	The user sheds part of its body to make itself lighter and sharply raise its Speed stat.
Rage Powder	Bug	Status	—	—	20	The user scatters a cloud of irritating powder to draw attention to itself. Opposing Pokémon aim only at the user.
Telekinesis	Psychic	Status	—	—	15	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Magic Room	Psychic	Status	—	—	10	The user creates a bizarre area in which Pokémon's held items lose their effects for five turns.
Quiver Dance	Bug	Status	—	—	20	The user lightly performs a beautiful, mystic dance. This boosts the user's Sp. Atk, Sp. Def, and Speed stats.
Heavy Slam	Steel	Physical	—	100%	12	The user slams into the target with its heavy body. The more the user outweighs the target, the greater the move’s power.
Electro Ball	Electric	Special	—	100%	12	The user hurls an electric orb at the target. The faster the user is than the target, the greater the move’s power.
Soak	Water	Status	—	100%	20	The user shoots a torrent of water that changes the target's type to Water.
Coil	Poison	Status	—	—	20	The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.
Simple Beam	Normal	Status	—	100%	15	The user emits a mysterious psychic wave that changes the target's Ability to Simple.
Entrainment	Normal	Status	—	100%	15	The user dances with an odd rhythm that compels the target to mimic it, making the target's Ability the same as the user's.
After You	Normal	Status	—	—	15	The user helps the target and makes it use its move right after the user.
Quick Guard	Fighting	Status	—	—	15	The user protects itself and its allies from priority moves.
Ally Switch	Psychic	Status	—	—	15	The user teleports using a strange power and switches places with one of its allies. This move's chance of failing rises if it is used in succession.
Shell Smash	Normal	Status	—	—	16	The user breaks its shell, which lowers Defense and Sp. Def stats but sharply raises its Attack, Sp. Atk, and Speed stats.
Heal Pulse	Psychic	Status	—	—	12	The user emits a healing pulse that restores the target’s HP by up to half of its max HP.
Shift Gear	Steel	Status	—	—	10	The user rotates its gears, boosting its Attack stat and sharply boosting its Speed stat.
Quash	Dark	Status	—	100%	16	The user suppresses the target and makes its move go last.
Reflect Type	Normal	Status	—	—	15	The user reflects the target's type to become the same type as the target.
Final Gambit	Fighting	Special	—	100%	5	The user risks everything to attack the target. The user faints but inflicts damage equal to its own HP.
Bestow	Normal	Status	—	—	15	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Work Up	Normal	Status	—	—	20	The user is roused, and its Attack and Sp. Atk stats increase.
Heat Crash	Fire	Physical	—	100%	10	The user slams into the target with its flame-covered body. The more the user outweighs the target, the greater the move's power.
Cotton Guard	Grass	Status	—	—	12	The user protects itself by wrapping its body in soft cotton, which drastically raises the user’s Defense stat.
Mat Block	Fighting	Status	—	—	10	Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves.
Rototiller	Ground	Status	—	—	10	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Sticky Web	Bug	Status	—	—	20	The user weaves a sticky net around the opposing team, which lowers their Speed stats upon switching into battle.
Trick-or-Treat	Ghost	Status	—	100%	20	The user takes the target trick-or-treating. This adds Ghost type to the target’s type.
Noble Roar	Normal	Status	—	100%	30	Letting out a noble roar, the user intimidates the target and lowers the target's Attack and Sp. Atk stats.
Ion Deluge	Electric	Status	—	—	25	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Forest’s Curse	Grass	Status	—	100%	20	The user puts a forest curse on the target. This adds Grass type to the target's type.
Parting Shot	Dark	Status	—	100%	20	With a parting threat, the user lowers the target's Attack and Sp. Atk stats. Then it switches places with a party Pokémon in waiting.
Topsy-Turvy	Dark	Status	—	—	20	All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.
Crafty Shield	Fairy	Status	—	—	10	The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage.
Flower Shield	Fairy	Status	—	—	10	The user raises the Defense stats of all Grass-type Pokémon in battle with a mysterious power.
Grassy Terrain	Grass	Status	—	—	10	The user turns the ground into Grassy Terrain for five turns. This restores the HP of Pokémon on the ground a little every turn and powers up Grass-type moves.
Misty Terrain	Fairy	Status	—	—	12	This protects Pokémon on the ground from status conditions and halves damage from Dragon-type moves for five turns.
Electrify	Electric	Status	—	—	20	If the target is electrified before it uses a move during that turn, the target’s move becomes Electric type.
Fairy Lock	Fairy	Status	—	—	10	By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn.
King’s Shield	Steel	Status	—	—	10	The user takes a defensive stance while it protects itself from damage. It also lowers the Attack stat of any attacker that makes direct contact.
Play Nice	Normal	Status	—	—	20	The user and the target become friends, and the target loses its will to fight. This lowers the target's Attack stat.
Confide	Normal	Status	—	—	20	The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target's Sp. Atk stat.
Spiky Shield	Grass	Status	—	—	10	In addition to protecting the user from attacks, this move also damages any attacker that makes direct contact.
Aromatic Mist	Fairy	Status	—	—	20	The user boosts the Sp. Def stat of an ally Pokémon by using a mysterious aroma.
Eerie Impulse	Electric	Status	—	100%	15	The user's body generates an eerie impulse. Exposing the target to it harshly lowers the target's Sp. Atk stat.
Venom Drench	Poison	Status	—	100%	20	Opposing Pokémon are drenched in an odd poisonous liquid. This lowers the Attack, Sp. Atk, and Speed stats of a poisoned target.
Powder	Bug	Status	—	100%	20	The user covers the target in a combustible powder. If the target uses a Fire-type move, the powder explodes and damages the target.
Geomancy	Fairy	Status	—	—	10	The user absorbs energy and sharply raises its Sp. Atk, Sp. Def, and Speed stats on the next turn.
Magnetic Flux	Electric	Status	—	—	20	The user manipulates magnetic fields, which boosts the Defense and Sp. Def stats of ally Pokémon with the Plus Ability or the Minus Ability.
Happy Hour	Normal	Status	—	—	30	Using Happy Hour doubles the amount of prize money received after battle.
Electric Terrain	Electric	Status	—	—	10	The user turns the ground into Electric Terrain for five turns, powering up Electric-type moves. Pokémon on the ground can no longer fall asleep.
Celebrate	Normal	Status	—	—	40	The Pokémon congratulates you on your special day!
Hold Hands	Normal	Status	—	—	40	The user and an ally hold hands. This makes them very happy.
Baby-Doll Eyes	Fairy	Status	—	100%	20	The user stares at the target with its baby-doll eyes, which lowers the target’s Attack stat. This move always goes first.
Breakneck Blitz	Normal	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Breakneck Blitz	Normal	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
All-Out Pummeling	Fighting	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
All-Out Pummeling	Fighting	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Supersonic Skystrike	Flying	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Supersonic Skystrike	Flying	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Acid Downpour	Poison	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Acid Downpour	Poison	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Tectonic Rage	Ground	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Tectonic Rage	Ground	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Continental Crush	Rock	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Continental Crush	Rock	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Savage Spin-Out	Bug	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Savage Spin-Out	Bug	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Never-Ending Nightmare	Ghost	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Never-Ending Nightmare	Ghost	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Corkscrew Crash	Steel	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Corkscrew Crash	Steel	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Inferno Overdrive	Fire	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Inferno Overdrive	Fire	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Hydro Vortex	Water	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Hydro Vortex	Water	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Bloom Doom	Grass	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Bloom Doom	Grass	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Gigavolt Havoc	Electric	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Gigavolt Havoc	Electric	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Shattered Psyche	Psychic	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Shattered Psyche	Psychic	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Subzero Slammer	Ice	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Subzero Slammer	Ice	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Devastating Drake	Dragon	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Devastating Drake	Dragon	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Black Hole Eclipse	Dark	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Black Hole Eclipse	Dark	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Twinkle Tackle	Fairy	Physical	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Twinkle Tackle	Fairy	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Shore Up	Ground	Status	—	—	5	The user restores its own HP by up to half its max HP. It regains more HP in a sandstorm.
Baneful Bunker	Poison	Status	—	—	10	In addition to protecting the user from attacks, this move also poisons any attacker that makes direct contact.
Floral Healing	Fairy	Status	—	—	10	The user restores the target's HP by up to half its max HP. More HP is restored when the ground is Grassy Terrain.
Strength Sap	Grass	Status	—	100%	10	The user restores its own HP by the same amount as the target's Attack stat. It then lowers the target's Attack stat.
Spotlight	Normal	Status	—	—	15	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Toxic Thread	Poison	Status	—	100%	20	The user shoots poisonous threads to poison the target and lower the target's Speed stat.
Laser Focus	Normal	Status	—	—	30	The user concentrates intensely. The attack on the next turn always results in a critical hit.
Gear Up	Steel	Status	—	—	20	The user engages its gears to raise the Attack and Sp. Atk stats of ally Pokémon with the Plus or Minus Ability.
Psychic Terrain	Psychic	Status	—	—	12	This protects Pokémon on the ground from priority moves and powers up Psychic-type moves for five turns.
Speed Swap	Psychic	Status	—	—	10	The user exchanges Speed stats with the target.
Purify	Poison	Status	—	—	20	The user heals the target’s status condition. If the move succeeds, it also restores the user’s own HP.
Instruct	Psychic	Status	—	—	15	The user instructs the target to reuse the move last used by the target.
Aurora Veil	Ice	Status	—	—	20	This move reduces damage from physical and special moves for five turns. This can be used only in a hailstorm.
Guardian of Alola	Fairy	Special	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Extreme Evoboost	Normal	Status	—	—	1	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Tearful Look	Normal	Status	—	—	20	The user gets teary eyed to make the target lose its combative spirit. This lowers the target’s Attack and Sp. Atk stats.
Nature’s Madness	Fairy	Special	—	90%	10	The user hits the target with the force of nature. It halves the target’s HP.
Pika Papow	Electric	Special	—	—	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Veevee Volley	Normal	Physical	—	—	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Max Guard	Normal	Status	—	—	10	This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.
Stuff Cheeks	Normal	Status	—	—	10	The user eats its held Berry, then sharply boosts its Defense stat.
No Retreat	Fighting	Status	—	—	5	This move boosts all the user's stats but prevents the user from switching out or fleeing.
Tar Shot	Rock	Status	—	100%	15	The user pours sticky tar over the target, lowering the target's Speed stat. The target becomes weaker to Fire-type moves.
Magic Powder	Psychic	Status	—	100%	20	The user scatters a cloud of magic powder that changes the target's type to Psychic.
Teatime	Normal	Status	—	—	10	The user has teatime with all the Pokémon currently in the battle. Each Pokémon eats its held Berry.
Octolock	Fighting	Status	—	100%	15	The user locks the target in and prevents it from fleeing. This move also lowers the target’s Defense and Sp. Def every turn.
Court Change	Normal	Status	—	100%	10	With its mysterious power, the user swaps the effects on either side of the field.
Clangorous Soul	Dragon	Status	—	100%	5	The user boosts all its stats by using some of its own HP.
Decorate	Fairy	Status	—	—	15	The user sharply boosts the target's Attack and Sp. Atk stats by decorating the target.
Life Dew	Water	Status	—	—	12	The user scatters mysterious water around and restores the HP of itself and its ally Pokémon in the battle.
Obstruct	Dark	Status	—	100%	10	This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession. Direct contact harshly lowers the attacker’s Defense stat.
Corrosive Gas	Poison	Status	—	100%	40	The user surrounds everything around it with highly acidic gas and melts away items they hold.
Coaching	Fighting	Status	—	—	10	The user properly coaches its ally Pokémon, boosting their Attack and Defense stats.
Jungle Healing	Grass	Status	—	—	10	The user becomes one with the jungle, restoring HP and curing status conditions for itself and its ally Pokémon currently in the battle.
